Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
GRMZM2G000610	mterf14	mTERF protein domain21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"175,942,990"	"175,945,922"
GRMZM2G000615	pco067132			Chr3	"191,672,177"	"191,679,011"
GRMZM2G000660	pza02423			Chr3	"230,830,536"	"230,833,871"
GRMZM2G000686	nfya1	nuclear transcription factor y subunit a1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"15,805,373"	"15,808,637"
GRMZM2G000743	knox3	knotted related homeobox3	Classical Gene	Chr1	"271,693,702"	"271,695,058"
GRMZM2G000812	sweet4a	sugars will eventually be exported transporter4a	"Sosso et al., 2015"	Chr5	"126,853,038"	"126,855,915"
GRMZM2G000818	myb11	MYB-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"176,175,338"	"176,183,379"
GRMZM2G000842	bzip87	bZIP-transcription factor 87	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"149,721,944"	"149,728,050"
GRMZM2G000964	AY110231			Chr4	"235,154,285"	"235,161,789"
GRMZM2G000973	atg13d	autophagy13d		Chr10	"133,332,732"	"133,338,321"
GRMZM2G001048	abi36	ABI3-VP1-transcription factor 36	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"14,748,387"	"14,751,790"
GRMZM2G001106	mybr113	MYB-related-transcription factor 113	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"132,817,600"	"132,819,290"
GRMZM2G001114	umc1433			Chr7	"82,672,544"	"82,681,910"
GRMZM2G001139	mads43	MADS-transcription factor 43	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"155,471,127"	"155,475,291"
GRMZM2G001169	umc2279			Chr4	"2,517,724"	"2,519,683"
GRMZM2G001205	znf5	zinc finger protein5		Chr6	"35,061,725"	"35,062,778"
GRMZM2G001221	cbl4	calcineurin B-like2	"Zhang et al., 2016"	Chr6	"159,455,359"	"159,458,229"
GRMZM2G001223	myb126	MYB-transcription factor 126	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"177,037,863"	"177,039,897"
GRMZM2G001243	prh19	protein phosphatase homolog19		Chr8	"135,551,797"	"135,553,564"
GRMZM2G001272	tubtf14	TUB-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"8,789,860"	"8,796,975"
GRMZM2G001289	hb75	Homeobox-transcription factor 75	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"8,289,450"	"8,295,761"
GRMZM2G001304	trps12	trehalose-6-phosphate synthase12	"Zhou et al., 2013"	Chr6	"159,446,662"	"159,451,841"
GRMZM2G001426	gras46	GRAS-transcription factor 46	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"69,955,114"	"69,957,195"
GRMZM2G001457	phot1	blue-light receptor phototropin 1	Classical Gene	Chr3	"229,220,592"	"229,241,592"
GRMZM2G001500	bcd1072b(hsp70)			Chr10	"21,730,900"	"21,736,012"
GRMZM2G001530	pza01877			Chr10	"77,686,954"	"77,691,931"
GRMZM2G001663	farl1	FAR1-like-transcription factor 1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"35,738,669"	"35,743,639"
GRMZM2G001696	pck1	phosphoenolpyruvate carboxykinase1	from alignment to cDNA AB018744	Chr1	"35,744,406"	"35,748,813"
GRMZM2G001699	e2f1	E2F-DP-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"233,461,624"	"233,465,523"
GRMZM2G001721	ofp32	OVATE-transcription factor 32	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"19,242,262"	"19,242,864"
GRMZM2G001799	iaa41	Aux/IAA-transcription factor 41	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"16,255,609"	"16,257,497"
GRMZM2G001812	umc83a			Chr1	"233,516,803"	"233,520,836"
GRMZM2G001824	myb134	MYB-transcription factor 134	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"85,407,063"	"85,408,480"
GRMZM2G001875	myb131	MYB-transcription factor 131	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"6,740,166"	"6,741,503"
GRMZM2G001904	ftcl1	5-formyltetrahydrofolate cyclo-ligase1	"Guan et al., 2014"	Chr10	"9,142,799"	"9,147,733"
GRMZM2G001930	myc7	myc transcription factor7	"assigned by the Grassius project, (Yilmaz et al 2009) to bhlh149"	Chr1	"98,363,081"	"98,365,897"
GRMZM2G001953	rop8	Rho-related protein from plants 8	from: AF376054	Chr4	"182,363,663"	"182,367,487"
GRMZM2G002075	bzip123	bZIP-transcription factor 123	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"186,805,631"	"186,808,459"
GRMZM2G002100	mpk7	MAP kinase7	from BT040404	Chr6	"74,762,186"	"74,767,526"
GRMZM2G002119	ereb158	AP2-EREBP-transcription factor 158	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"188,630,301"	"188,631,150"
GRMZM2G002128	mybr3	MYB-related-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"149,021,224"	"149,023,568"
GRMZM2G002131	hsftf1	HSF-transcription factor 1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"186,829,423"	"186,833,487"
GRMZM2G002142	abh5	abscisic acid 8'-hydroxylase5	aligns to sequence CD941324	Chr2	"186,842,961"	"186,845,670"
GRMZM2G002165	hcf148	high chlorophyll fluorescence148	"Belcher et al., 2015"	Chr3	"188,589,432"	"188,595,258"
GRMZM2G002178	aos2	allene oxide synthesis2	from alignment of DQ658738 to B73_v2 chr1 hit	Chr1	"28,926,395"	"28,928,612"
GRMZM2G002225	knox10	knotted related homeobox10	alignment of protein sequence AAB33489 (Mar 2012)	Chr5	"13,957,726"	"13,980,235"
GRMZM2G002276	taf1	transcription associated factor1	Classical Gene	Chr3	"179,837,079"	"179,842,136"
GRMZM2G002515	brl2	bri1-like receptor kinase2	"Kir et al., 2015"	Chr1	"113,534,938"	"113,538,490"
GRMZM2G002578	pza00316			Chr3	"225,185,182"	"225,186,943"
GRMZM2G002616	eif6	eucaryotic initiation factor6	from: AF076954	Chr3	"132,487,154"	"132,491,827"
GRMZM2G002652	pzb01021			Chr4	"210,865,185"	"210,868,144"
GRMZM2G002786	dhn7	dehydrin7		Chr8	"174,954,713"	"174,956,656"
GRMZM2G002807	tpi2	triose phosphate isomerase2		Chr2	"196,570,628"	"196,574,505"
GRMZM2G002859	bcd207b			Chr5	"22,619,892"	"22,625,492"
GRMZM2G002915	hb34	Homeobox-transcription factor 34	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"178,781,917"	"178,784,182"
GRMZM2G002959	pza00473			Chr6	"124,328,526"	"124,334,707"
GRMZM2G002978	thx26	Trihelix-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"59,987,056"	"59,992,370"
GRMZM2G003043	rrb1	related to retinoblastoma1	Classical Gene	Chr2	"224,644,895"	"224,652,148"
GRMZM2G003179	copt1	copper transporter1		Chr7	"121,444,681"	"121,445,481"
GRMZM2G003182	sig3	Sigma70-like-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"231,692,547"	"231,695,297"
GRMZM2G003304	hb112	Homeobox-transcription factor 112	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"218,768,608"	"218,773,418"
GRMZM2G003318	fbn1	fibrillin1		Chr1	"101,275,701"	"101,279,519"
GRMZM2G003368	sacd4	stearoyl-acyl-carrier-protein desaturase4	"Han et al., 2016"	Chr1	"120,854,790"	"120,856,675"
GRMZM2G003406	myb124	MYB-transcription factor 124	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"153,001,174"	"153,002,887"
GRMZM2G003406	pza03182			Chr8	"153,001,174"	"153,002,887"
GRMZM2G003409	mmc0381			Chr2	"218,011,745"	"218,014,457"
GRMZM2G003411	mmp94			Chr4	"231,940,939"	"231,947,595"
GRMZM2G003424	c3h45	C3H-transcription factor 345	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"54,122,528"	"54,126,795"
GRMZM2G003466	ereb101	AP2-EREBP-transcription factor 101	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"20,094,144"	"20,095,477"
GRMZM2G003489	hsftf17	HSF-transcription factor 17	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"275,536,823"	"275,539,066"
GRMZM2G003509	hb119	Homeobox-transcription factor 119	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"173,247,423"	"173,257,862"
GRMZM2G003514	zag5	zea agamous5	Classical Gene	Chr4	"156,111,149"	"156,118,295"
GRMZM2G003551	wrky118	WRKY-transcription factor 118	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"18,108,182"	"18,111,635"
GRMZM2G003558	eil2	EIL-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"218,017,798"	"218,019,723"
GRMZM2G003565	rcc2	regulator of chromosome condensation2	"Zheng et al., 2016"	Chr2	"49,685,916"	"49,690,865"
GRMZM2G003715	nactf61	NAC-transcription factor 61	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"78,142,498"	"78,146,839"
GRMZM2G003732	AW225120			Chr10	"4,641,206"	"4,667,439"
GRMZM2G003762	alp1	aluminum-induced protein homolog1		Chr10	"4,676,400"	"4,679,041"
GRMZM2G003869	asg49			Chr7	"128,171,458"	"128,175,453"
GRMZM2G003883	phm15899			Chr3	"44,224,072"	"44,229,612"
GRMZM2G003883	pza03070			Chr3	"44,224,072"	"44,229,612"
GRMZM2G003927	ra1	ramosa1	Classical Gene	Chr7	"110,359,182"	"110,359,930"
GRMZM2G003944	tcptf2	TCP-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"205,135,012"	"205,137,037"
GRMZM2G003992	mlkp3	Maize LINC KASH AtWIP-like3		Chr2	"189,923,247"	"189,926,359"
GRMZM2G004012	umc1431			Chr1	"267,212,960"	"267,213,968"
GRMZM2G004060	wrky15	WRKY-transcription factor 15	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"12,108,516"	"12,110,234"
GRMZM2G004090	myb87	MYB-transcription factor 87	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"91,131,737"	"91,138,554"
GRMZM2G004183	AY109934			Chr3	"213,687,451"	"213,689,589"
GRMZM2G004334	hb10	Homeobox-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"109,244,071"	"109,247,202"
GRMZM2G004356	bhlh159	bHLH-transcription factor 159	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"4,217,936"	"4,222,849"
GRMZM2G004377	umc1675			Chr9	"149,512,874"	"149,519,280"
GRMZM2G004397	pco148373a			Chr1	"21,464,564"	"21,467,986"
GRMZM2G004483	cct2	CO CO-LIKE TIMING OF CAB1 protein domain2		Chr9	"115,786,897"	"115,789,787"
GRMZM2G004531	nactf79	NAC-transcription factor 79	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"134,132,129"	"134,135,181"
GRMZM2G004534	pyk2	pyruvate kinase2		Chr10	"4,697,235"	"4,702,142"
GRMZM2G004548	platz11	PLATZ-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"198,868,436"	"198,870,185"
GRMZM2G004583	ij1	iojap striping1	Classical Gene	Chr7	"134,118,864"	"134,129,700"
GRMZM2G004619	grftf2	GRF-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"199,378,455"	"199,380,799"
GRMZM2G004641	hb64	Homeobox-transcription factor 64	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"13,640,026"	"13,643,872"
GRMZM2G004663	nlp16	NLP-transcription factor 16	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"98,208,303"	"98,218,330"
GRMZM2G004683	dfr1	dihydroflavonoid reductase1	from EU968270	Chr7	"134,116,825"	"134,118,763"
GRMZM2G004696	iaa8	Aux/IAA-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"10,076,687"	"10,080,041"
GRMZM2G004748	AY110310			Chr4	"157,636,951"	"157,644,647"
GRMZM2G004878	umc1511			Chr4	"81,276,744"	"81,278,113"
GRMZM2G004880	pdrp2	PDK regulatory protein2	"Chastain et al, 2017"	Chr7	"154,456,734"	"154,460,237"
GRMZM2G004957	hb18	Homeobox-transcription factor 18	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"84,242,542"	"84,246,083"
GRMZM2G004959	limtf10	LIM-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"21,973,369"	"21,975,498"
GRMZM2G005024	orp2	orange pericarp2	Classical Gene	Chr10	"84,247,242"	"84,250,053"
GRMZM2G005066	c1	colored aleurone1	Classical Gene	Chr9	"9,746,518"	"9,747,591"
GRMZM2G005080	uaz237a(prc)		from homology to Genbank sequence AY107786	Chr9	"16,001,659"	"16,002,927"
GRMZM2G005112	mybr46	MYB-related-transcription factor 46	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"179,262,685"	"179,263,682"
GRMZM2G005126	c3h24	C3H-transcription factor 324	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"84,252,239"	"84,259,713"
GRMZM2G005155	mads9	MADS-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"10,371,800"	"10,374,751"
GRMZM2G005207	wrky63	WRKY-transcription factor 63	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"3,995,050"	"3,997,307"
GRMZM2G005284	arftf38	ARF-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"130,985,138"	"130,987,563"
GRMZM2G005301	ereb144	AP2-EREBP-transcription factor 144	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"150,664,312"	"150,665,813"
GRMZM2G005304	atg7	autophagy7		Chr8	"142,688,645"	"142,697,014"
GRMZM2G005310	met5	DNA methyl transferase5	from: AY027539	Chr2	"10,343,925"	"10,353,440"
GRMZM2G005346	AI714808			Chr2	"47,788,105"	"47,793,199"
GRMZM2G005346	pza02450			Chr2	"47,788,105"	"47,793,199"
GRMZM2G005353	yab14	yabby14	Classical Gene	Chr10	"133,133,767"	"133,136,401"
GRMZM2G005483	sun4	SUN domain protein4	Assigned by BLAST at MaizeGDB (M Schaeffer Apr 2011)	Chr8	"165,131,574"	"165,135,243"
GRMZM2G005483	sun4	SUN domain protein4	Classical Gene	Chr8	"165,131,574"	"165,135,243"
GRMZM2G005536	dpold3b	DNA polymerase delta subunit 3b		Chr8	"23,383,967"	"23,389,363"
GRMZM2G005619	cyc5	cyclin5	from: BT055761	Chr8	"1,514,389"	"1,517,712"
GRMZM2G005624	gt1	grassy tillers1	from Whipple et al 2011	Chr1	"23,240,104"	"23,243,489"
GRMZM2G005633	ctb1	chitinase B1	from: M84165	Chr10	"127,392,328"	"127,393,918"
GRMZM2G005652	umc1396			Chr1	"191,123,119"	"191,128,083"
GRMZM2G005710	dhar2	dehydroascorbate reductase like2	similar to wheat DHAR cDNA AY074784	Chr8	"132,708,403"	"132,710,915"
GRMZM2G005732	GRMZM2G005732			Chr7	"174,996,931"	"175,030,487"
GRMZM2G005815	hsftf3	HSF-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"219,545,854"	"219,552,097"
GRMZM2G005840	xer3	xerico3	"Brugiere et al., 2017"	Chr1	"183,336,453"	"183,337,346"
GRMZM2G005844	dng1	DNA glycosylase superfamily protein1		Chr1	"23,215,696"	"23,223,909"
GRMZM2G005848	IDP1458			Chr10	"10,791,222"	"10,808,920"
GRMZM2G005849	gfa1	glucosamine fructose-6-phosphate aminotransferase1	from: BT036425	Chr3	"230,088,470"	"230,094,105"
GRMZM2G005887	cys2	cysteine synthase2	from: Entrez Gene 542438	Chr1	"177,054,678"	"177,059,679"
GRMZM2G005909	ggps4	geranylgeranyl pyrophosphate synthase4	From homology to Genbank sequence	Chr5	"193,709,210"	"193,710,641"
GRMZM2G005938	ppr*-59040	pentatricopeptide repeat*-59040		Chr10	"60,236,510"	"60,241,598"
GRMZM2G005954	zim13	ZIM-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"184,649,167"	"184,651,569"
GRMZM2G005990	cl1288_1a			Chr2	"221,982,609"	"221,995,090"
GRMZM2G005991	plt5	phospholipid transfer protein homolog5		Chr1	"287,217,033"	"287,218,320"
GRMZM2G006042	arftf28	ARF-transcription factor 28	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"13,788,443"	"13,794,457"
GRMZM2G006047	AY110426			Chr1	"287,181,576"	"287,182,811"
GRMZM2G006246	fha14	FHA-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"26,333,085"	"26,337,585"
GRMZM2G006324	dsul1	diSUMO-like1	"Augustine et al, 2016"	Chr7	"159,979,076"	"159,979,972"
GRMZM2G006341	cl37086_1			Chr9	"136,765,593"	"136,770,088"
GRMZM2G006352	myb24	MYB-transcription factor 24	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"150,874,045"	"150,875,425"
GRMZM2G006404	cdpk16	calcium dependent protein kinase16		Chr1	"54,331,915"	"54,334,616"
GRMZM2G006429	csu634			Chr9	"136,805,443"	"136,808,919"
GRMZM2G006477	glk17	G2-like-transcription factor 17	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"54,344,216"	"54,350,977"
GRMZM2G006493	c3h54	C3H-transcription factor 354	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"13,006,885"	"13,025,813"
GRMZM2G006497	wrky49	WRKY-transcription factor 49	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"13,139,079"	"13,140,882"
GRMZM2G006578	bzip7	bZIP-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"133,162,136"	"133,172,180"
GRMZM2G006585	fl3	floury3	"Li et al., 2017; assigned by the Grassius project to platz12  (Yilmaz et al 2009)"	Chr8	"51,608,197"	"51,609,614"
GRMZM2G006631	bhlh160	bHLH-transcription factor 160	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"19,099,172"	"19,101,186"
GRMZM2G006661	mlkt2	Maize LINC KASH AtWIT-like2		Chr8	"94,523,793"	"94,528,395"
GRMZM2G006736	sig1A	sigma factor 1A	from: AF058708 (chr 10 hit)	Chr10	"75,590,751"	"75,594,655"
GRMZM2G006736	sig9	Sigma70-like-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"75,590,751"	"75,594,655"
GRMZM2G006745	ereb22	AP2-EREBP-transcription factor 22	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"94,530,861"	"94,534,207"
GRMZM2G006752	eil4	EIL-transcription factor 4	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"133,190,586"	"133,195,177"
GRMZM2G006791	pco131924a			Chr5	"172,434,779"	"172,439,962"
GRMZM2G006871	gbptf11	GeBP-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"94,066,876"	"94,068,249"
GRMZM2G006894	mha4	proton-exporting ATPase4		Chr10	"145,614,824"	"145,621,943"
GRMZM2G006953	ntf2	nuclear transport factor2		Chr4	"44,885,697"	"44,888,397"
GRMZM2G006964	ga2ox2	gibberellin 2-oxidase2	from: NM_001154780	Chr2	"28,389,255"	"28,392,075"
GRMZM2G007063	ohp2	opaque2 heterodimerizing protein2	Classical Gene	Chr5	"4,253,958"	"4,257,719"
GRMZM2G007120	umc2350			Chr10	"120,693,426"	"120,697,173"
GRMZM2G007249	acco2	1-aminocyclopropane-1-carboxylate oxidase2	"Yamauchi et al., 2016"	Chr7	"124,313,854"	"124,315,851"
GRMZM2G007277	invan4	invertase alkaline neutral4		Chr4	"204,887,861"	"204,892,631"
GRMZM2G007381	uce1	ubiquitin conjugating enzyme1		Chr1	"180,039,864"	"180,044,548"
GRMZM2G007406	ereb173	AP2-EREBP-transcription factor 173	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"141,206,088"	"141,207,032"
GRMZM2G007453	apo1	accumulation of photosystem one1	from Watkins et al 2011	Chr2	"9,988,448"	"9,994,999"
GRMZM2G007466	AY107329			Chr5	"183,171,312"	"183,177,271"
GRMZM2G007475	umc2344			Chr9	"137,176,819"	"137,179,601"
GRMZM2G007477	umc2172			Chr10	"145,605,846"	"145,607,808"
GRMZM2G007555	cbl11	calcineurin B-like11	"Zhang et al., 2016"	Chr1	"167,215,863"	"167,225,574"
GRMZM2G007590	umc2342			Chr9	"137,157,996"	"137,166,081"
GRMZM2G007681	rmr6	required to maintain repression6	from GenBank FJ426107	Chr1	"188,753,176"	"188,845,235"
GRMZM2G007685	expb10c	beta expansin10c	from: AY104999 (chr 3 hit)	Chr3	"53,557,663"	"53,558,609"
GRMZM2G007721	pza00048			Chr10	"98,714,259"	"98,732,307"
GRMZM2G007729	hsp22	heat shock protein22		Chr4	"179,852,643"	"179,853,912"
GRMZM2G007736	trps8	trehalose-6-phosphate synthase8	"Zhou et al., 2013"	Chr4	"61,432,557"	"61,437,544"
GRMZM2G007791	ago2a	argonaute2a	"Zhai et al., 2015"	Chr2	"9,973,816"	"9,981,340"
GRMZM2G007928	bbi1	bowman-birk inhibitor1	"Johnson et al., 2014"	Chr3	"179,685,800"	"179,686,954"
GRMZM2G008029	wrky31	WRKY-transcription factor 31	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"278,669,130"	"278,671,406"
GRMZM2G008060	cl44168_1		overlaps with GRMZM2G308957	Chr2	"9,964,776"	"9,966,843"
GRMZM2G008072	phi308707			Chr1	"278,671,734"	"278,674,963"
GRMZM2G008166	bzip125	bZIP-transcription factor 125	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"111,882,466"	"111,885,951"
GRMZM2G008216	cda2	cytidine deaminase2		Chr2	"170,859,967"	"170,862,507"
GRMZM2G008226	trps4	trehalose-6-phosphate synthase4	"Zhou et al., 2013"	Chr1	"218,618,199"	"218,623,790"
GRMZM2G008234	ereb114	AP2-EREBP-transcription factor 114	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"3,186,862"	"3,189,788"
GRMZM2G008247	glu2	beta-glucosidase2	Classical Gene	Chr10	"37,762,909"	"37,767,713"
GRMZM2G008259	alf18	Alfin-like-transcription factor 18	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"11,403,566"	"11,428,284"
GRMZM2G008263	gbss1b	granule-bound starch synthase1b	from: EF471312	Chr7	"34,885,173"	"34,892,432"
GRMZM2G008271	bap1a	basal layer antifungal protein1a		Chr10	"80,861,842"	"80,863,106"
GRMZM2G008286	hb86	Homeobox-transcription factor 86	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"80,197,949"	"80,198,613"
